query,runtime (ms),query_complexity,runtime_boolean,table_size,length
select distinct airlinealias0airline_code from airline as airlinealias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where flightalias0airline_code ua and cityalias1city_code airport_servicealias1city_code and cityalias1city_name denver and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name baltimore and flightalias0airline_code airlinealias0airline_code and flightalias0from_airport airport_servicealias0airport_code ,1.024007797241211,1,0,23723,46
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and cityalias1city_code airport_servicealias1city_code and cityalias1city_name baltimore and flightalias0to_airport airport_servicealias0airport_code and flightalias0from_airport airport_servicealias1airport_code and flightalias0airline_code ua ,0.8018016815185547,1,0,23677,40
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where flightalias0airline_code ua and cityalias1city_code airport_servicealias1city_code and cityalias1city_name baltimore and flightalias0from_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0to_airport airport_servicealias0airport_code ,0.7998943328857422,1,0,23677,40
select distinct flightalias0flight_id flightalias0flight_number from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and cityalias1city_code airport_servicealias1city_code and cityalias1city_name baltimore and flightalias0to_airport airport_servicealias0airport_code and flightalias0from_airport airport_servicealias1airport_code and flightalias0airline_code ua ,0.8509159088134766,1,0,23677,41
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 class_of_service as class_of_servicealias0 fare as farealias0 fare_basis as fare_basisalias0 flight as flightalias0 flight_fare as flight_farealias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name baltimore and fare_basisalias0booking_class class_of_servicealias0booking_class and farealias0fare_basis_code fare_basisalias0fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0flight_id flight_farealias0flight_id and flightalias0from_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0to_airport airport_servicealias0airport_code and flightalias0airline_code ua ,2.3720264434814453,1,0,107238,64
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and cityalias1city_code airport_servicealias1city_code and cityalias1city_name baltimore and flightalias0from_airport airport_servicealias1airport_code and flightalias0to_airport airport_servicealias0airport_code and flightalias0airline_code ua ,0.797271728515625,1,0,23677,40
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name baltimore and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name denver and flightalias0airline_code ua ,0.7798671722412109,1,0,23677,52
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 city as cityalias0 city as cityalias1 city as cityalias2 flight as flightalias0 flight_stop as flight_stopalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name san diego and cityalias2city_code airport_servicealias2city_code and cityalias2city_name denver and flight_stopalias0stop_airport airport_servicealias2airport_code and flightalias0flight_id flight_stopalias0flight_id and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name toronto and flightalias0from_airport airport_servicealias0airport_code and flightalias0airline_code us ,1.1990070343017578,1,0,37351,62
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name atlanta and flightalias0arrival_time select min flightalias1arrival_time from airport_service as airport_servicealias2 airport_service as airport_servicealias3 city as cityalias2 city as cityalias3 flight as flightalias1 where cityalias2city_code airport_servicealias2city_code and cityalias2city_name boston and cityalias3city_code airport_servicealias3city_code and cityalias3city_name atlanta and flightalias1from_airport airport_servicealias2airport_code and flightalias1to_airport airport_servicealias3airport_code and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and flightalias0from_airport airport_servicealias0airport_code or cityalias1city_code airport_servicealias1city_code and cityalias1city_name boston and flightalias0departure_time select max flightalias2departure_time from airport_service as airport_servicealias4 airport_service as airport_servicealias5 city as cityalias4 city as cityalias5 flight as flightalias2 where cityalias5city_code airport_servicealias5city_code and cityalias5city_name boston and flightalias2to_airport airport_servicealias5airport_code and not flightalias2arrival_time flightalias2departure_time and cityalias4city_code airport_servicealias4city_code and cityalias4city_name atlanta and flightalias2from_airport airport_servicealias4airport_code and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name atlanta and flightalias0from_airport airport_servicealias0airport_code ,1.9998550415039065,1,0,71031,137
select distinct flightalias0flight_id from aircraft as aircraftalias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 equipment_sequence as equipment_sequencealias0 flight as flightalias0 where aircraftalias0aircraft_code j31 and cityalias1city_code airport_servicealias1city_code and cityalias1city_name baltimore and equipment_sequencealias0aircraft_code aircraftalias0aircraft_code and flightalias0aircraft_code_sequence equipment_sequencealias0aircraft_code_sequence and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name pittsburgh and flightalias0from_airport airport_servicealias0airport_code ,2.588033676147461,1,0,24672,52
